0,1.7018,2.9016,0
1,-2.4439,1.4617,1
2,0.5570,3.9596,2
3,5.2456,1.8283,3
4,0.5118,2.5029,4
5,11.9052,3.2328,5
6,7.5619,1.5145,6
7,-14.3601,1.3580,7
8,16.8601,1.9042,8
9,6.3345,3.6465,9
10,-4.0296,1.8199,10
11,13.1227,2.5870,11
12,-10.4363,3.5984,12
13,-11.7065,2.7541,13
14,18.7315,1.5279,14
15,-2.2253,3.2902,15
16,5.7738,2.1748,16
17,-7.4717,2.2144,17
18,-14.9740,1.7929,18
19,30.0000,1.3000,19
20,-30.0000,1.3000,20
